precision;recall;f1
0.8096385537291333;0.6945736430518998;0.7477051461063408
0.783260461721886;0.7329047336452923;0.7572463768848894
0.766717712727556;0.7450396821701192;0.7557232705017048
0.766717712727556;0.7450396821701192;0.7557232705017048
0.7289836883757944;0.6962252841844067;0.7122280111209843
0.7953070390437808;0.7447405326111546;0.769193626323227
